"album_name","total_tracks"
"On A Good, Good Day","1"
"The Path Of Beasts","1"
"T.A. Come On Man(Gunna Diss)","1"
"Progress (Edit)","1"
"Rayken X Lelec (Pression)","1"
"Might Not","1"
"Mantarrayas","1"
"Celtic Piano Magic (Whispering Winds)","1"
"Adrenaline","1"
"Friends (R3Hab Remix)","1"
"In Life...","1"
"Vago","1"
"Homecoming (The Fifthguys Remix)","1"
"Realities","1"
"Jessie Mccarthy","1"
"Criminal (Britney Spears Tribute) - Karaoke","1"
"23 (In The Style Of Mike Will Made-It, Miley Cyrus, Juicy J And Wiz Khalifa) [Karaoke Version] - Single","1"
"State Of Grace (Originally Performed By Taylor Swift) [Piano Karaoke Version]","1"
"Mer De Rêves","1"
"Pescador (Abicahs 2015 Rework)","1"
"Chattanooga Vendetta","1"
"Todas Las Letras","1"
"Rihanna Flow","1"
"Billie Eilish (Mindinventory Remix)","1"
"Rhiannon (Triple J Like A Version)","1"
"Lollipop (Lil Wayne Throwback Tribute)","1"
"Postman Pot 2019 (Syrelåt)","1"
"Stupid In Love (In The Style Of Rihanna) [Karaoke Version] - Single","1"
"3 Point Stance (Hands On The Floor)","1"
"Solo (Feat. Demi Lovato) [Ofenbach Remix]","1"
"White Dress - Tribute To Kanye West","1"
"4:00 Am","1"
"Higher (Feat. Dave Thomas Jr.) [Sam Feldt Edit]","1"
"You'Re My Love","1"
"Higher Feeling","1"
"Wherever It Takes Us","1"
"Girl In The Movies (From The Dumplin' Original Motion Picture Soundtrack)","1"
"Mamasita","1"
"この時代に生まれた奇跡","1"
"Drive (For Daddy Gene) (In The Style Of Alan Jackson) [Karaoke Version]","1"
"Learn To Fly (In The Style Of Foo Fighters) [Karaoke Version] - Single","1"
"Aqui Não","1"
"Ski Trip","1"
"Example","1"
"187","1"
"Summer Was You","1"
"Bts (Brush The Steel)","1"
"Some Imagery","1"
"Duckin Cases","1"
"Easy Lover (Jax Jones Remix)","1"
"Acinzentado","1"
"I'M Into You ((Originally Performed By Jennifer Lopez Feat. Lil Wayne))","1"
"Stings Like A Bee","1"
"Stick On Me (Drakeo Freestyle)","1"
"Cult Classic (Sped Up)","1"
"No Soy Un Cristiano Cualquiera (Version Mexico)","1"
"Partly","1"
"Harry Patch (In Memory Of)","1"
"Diggin A Grave","1"
"Taste It","1"
"Adelae Jackson","1"
"Me Encanta (Afro Mix)","1"
"Stop The Cap","1"
"Another Place","1"
"Valentine'S Day","1"
"La Bonne École","1"
"So Far","1"
"給最開心的人","1"
"7 Rings (Originally Performed By Ariana Grande) [Karaoke Instrumental]","1"
"Dark Punisher","1"
"Neon Eminem'S","1"
"De La Sauvagerie Dans L'Art (Feat. Lucio Bukowski)","1"
"All Black","1"
"Bisa","1"
"Amores Con Mi Estilo","1"
"Backward Metamorphosis","1"
"Calling All Hearts (Karaoke Version) [Originally Performed By Dj Cassidy, Robin Thicke & Jessie J]","1"
"Just The Way I Like","1"
"Why Don'T You Love Me Lana Del Rey?","1"
"Tribute To Lady Gaga: Applause (Instrumental)","1"
"Nancy","1"
"Immigrant Song","1"
"Stallion","1"
"I Can'T Stay (Feat. Chris Brown)","1"
"Whiskey & Brandy","1"
"Can'T Be Really Gone (In The Style Of Tim Mcgraw) [Performance Track With Demonstration Vocals]","1"
"After Me","1"
"Pra Tu, Bb","1"
"Lost Worldz","1"
"Bad Guy (Metal Version)","1"
"2Pacnaotempaz","1"
"The Skrilla Freestyle Radar","1"
"Romantic Saxy Deep House","1"
"The Gate","1"
"Swervin Down (Feat. Quavo)","1"
"4 To 5 (With Future)","1"
"Darryl D Warren And Lil Wayne Remix","1"
"Sounds Of Summer","1"
"I Love You (Originally Performed By Billie Eilish) [Piano Karaoke Version]","1"
"Sunlit Shadows","1"
"Kaise Mein Kahun Tujhse (Lofi Flip)","1"
"Mashamsham","1"
"Name Rihanna","1"
"Back To St. Joe","1"
"Colourless Tears","1"
"Ehy Tu","1"
"Red Høt Chili Pepper","1"
"Aléjate","1"
"Judas (Lady Gaga Tribute) - Instrumental","1"
"All I Want For Christmas Is You (Originally Performed By Mariah Carey) [Instrumental Version]","1"
"Aprendi A Quererme","1"
"2 Da Money","1"
"Slide (Thug Melodies)","1"
"Candlelight","1"
"Toxic (Feat. Casey Breves) [Britney Spears Cover]","1"
"Strawberries & Cigarettes","1"
"Lo Pide El Alma","1"
"Ab Lot B Aa","1"
"Johnny Cash Man In Black","1"
"Bullseye 2 (With Future)","1"
"Chardonnay (Poolside Remix)","1"
"Me Tienes Volando","1"
"Kubali","1"
"Young Thug (Johnny Dang)","1"
"Andarilho (Feat. Roberta Campos)","1"
"All The Small Things (Originally Performed By Blink-182) [Karaoke Version]","1"
"Get Lucky (Vocal Version)","1"
"Who Told You (Feat. Drake)","1"
"Cash Money - Single","1"
"Kuzimeg","1"
"9 Cents & 2 Dollars","1"
"Love Me Harder (Lower Key) [Originally Performed By Ariana Grande & The Weeknd] [Piano Karaoke Version]","1"
"Schoolyard Dance Off","1"
"Dark","1"
"Letter 2 Jay-Z","1"
"Peruvian Cuisine (Feat. Cole & Nima Skeemz)","1"
"We Found Drugs (Parody Of Rihanna'S ""We Found Love"")","1"
"Action (Remix)","1"
"Having Our Way (Originally Performed By Migos And Drake) [Instrumental]","1"
"Somebody To You (In The Style Of The Vamps & Demi Lovato) [Karaoke Version] - Single","1"
"Maxwell The Cat (Cumbia En 8Bits)","1"
"Fiddy Bop","1"
"Epic Lil Wayne Carol Of The Bells","1"
"Meeting Like This","1"
"Liquor And Whores","1"
"Summer Awaits","1"
"Soy Foo Fighters","1"
"Son Of Adeleke (Davido)","1"
"Hop Step Chainsaw","1"
"全校通報","1"
"Rest Of My Life (Originally Performed By Ludacris, Usher & David Guetta) [Karaoke]","1"
"Saul","1"
"Ole Gunnar Freestyle","1"
"At Christmas","1"
"Thug Life (Feat. Young Thug)","1"
"Raphael Gardner","1"
"Stone Cold (Demi Lovato)","1"
"Opp Hunt'N","1"
"Spirit Break Out (Live)","1"
"Jai Ho India","1"
"Stay Forever","1"
"Méandre","1"
"Come And Get It (Karaoke Version) (Originally Performed By Selena Gomez)","1"
"Letter (Nirvana)","1"
"Pushing Ps","1"
"The Winner Takes It All","1"
"Идёшь По Лужам","1"
"Sunflower (Originally Performed By Post Malone & Swae Lee) [Piano Karaoke Version]","1"
"Skylarker","1"
"Cheguei No Meu Limite","1"
"Knockin' Boots (Originally Performed By Luke Bryan) [Instrumental]","1"
"Armys Songs For Bts Medley","1"
"Work Out (Feat. Gunna)","1"
"In My Head (Rebecca & Fiona Remix)","1"
"Vetem Ty Nuk Tu Luta","1"
"Ты И Я (Twiceaa Remix)","1"
"Hero ('Mariah Carey' Piano Accompaniment) [Professional Karaoke Backing Track]","1"
"Kara Çadır Düzdedir Eminem","1"
"New Years Eve (Explicit)","1"
"Nt4F","1"
"How Do I Make You Love Me? (Sebastian Ingrosso & Salvatore Ganacci Remix)","1"
"Merlot Sippin'","1"
"Oct31","1"
"Dark Skin","1"
"Treefingers (Extended Version)","1"
"Cabrio","1"
"Drake Chegou","1"
"Homicide Gunna","1"
"Hurt No More","1"
"Video (Originally Performed By India Arie) [Karaoke Version]","1"
"The Way (Hugo Kant Remix)","1"
"Freaky Deaky (Originally Performed By Tyga And Doja Cat) [Instrumental]","1"
"Saudade De Mim (Playback)","1"
"West Coast Crush (Feat. The Game & Tyga) - Single","1"
"Wildest Dreams (Taylor'S Version)","1"
"Movement (Maya Jane Coles Remix)","1"
"Rotation 112Th (Feat. Rich The Kid) [Remix]","1"
"Ridin","1"
"Odds Are (Nightcore)","1"
"Live Laugh Limp Bizkit (Rave Edit)","1"
"Pa' Londre","1"
"Schweden","1"
"Gruff","1"
"Slow Rnb Summer Walker Love Me","1"
"Out My Body","1"
"Ghetto Life","1"
"Hard Launch","1"
"Come Home (Beshken Remix)","1"
"Ok Ok","1"
"Melody (Tiësto Remix)","1"
"Tiempos","1"
"Salto Al Vacío","1"
"Liftoff!","1"
"Damn Calm Down Chris Brown!!","1"
"Perpetual State (Oginial Mix)","1"
"Sacrifice [Originally Performed By The Weeknd] (Karaoke Version)","1"
"There Goes My Baby - Single (Karaoke In The Style Of Usher)","1"
"金しかねぇ Remix (Feat. Franken, Syk, Lil'B, Sloth)","1"
"Grip","1"
"Abscission","1"
"Love 66","1"
"Kaise Jihu Re Janu","1"
"Be Kind","1"
"Diamonds (Originally Performed By Sam Smith) [Instrumental]","1"
"Ambitions","1"
"Rumea Stalk","1"
"Don'T Be A Stranger","1"
"My Migos","1"
"India (Remix)","1"
"The Process","1"
"Radiohead Coded","1"
"Industry","1"
"We Were Us (In The Style Of Keith Urban & Miranda Lambert) [Karaoke Version]","1"
"Você É Mais Que A Rihanna","1"
"The Curse Hosted By Busta Rhymes","1"
"Teardrop (Feat. Miley Cyrus)","1"
"Broda Jide","1"
"Greed","1"
"Island Girls (Feat. Cardi B, Josh X & Young Chow)","1"
"Pieni Paku (Backing Track)","1"
"Rad On Elm Street","1"
"We Didn'T Know (In The Style Of Whitney Houston & Stevie Wonder) [Performance Track With Demonstration Vocals]","1"
"Jay-Z & Kanye West - Gotta Have It (Vocal Version)","1"
"We Are Going Crazy (Feat. Migossia)","1"
"Strauss: Die Fledermaus: Part 7","1"
"Highway Don'T Care (In The Style Of Tim Mcgraw, Taylor Swift, Keith Urban) [Karaoke Version]","1"
"Both Of Us (B.O.B Feat. Taylor Swift Instrumental Cover)","1"
"Purple Acid","1"
"India Sapeca","1"
"Lil Uzi Vert Type Beat X Travis Scott Type Beat ""Aye"" - Rap Beats/Freestyle Type Beat/ Base De Trap","1"
"Pink Venom (Piano Version)","1"
"Interstate Name Calling","1"
"Orange Audio Documentary: Jimi Hendrix - The Last 24 Hours","1"
"Rise Of The Black Panther (Technique Summer 2016 Sampler)","1"
"Abandoned Soul","1"
"Hazy","1"
"Soulz","1"
"We The Ones","1"
"Panorama","1"
"Lived It Twice","1"
"Deep Poet","1"
"Nirvana (Radio Edit)","1"
"Smokey Lavender","1"
"Birdman Feat. Nicki Minaj - Y. U. Mad (Instrumental Version)","1"
"Pac Man","1"
"Mileya Mileya","1"
"Jiddu","1"
"Ab (แอ๊บ)","1"
"Paranoie In Replay","1"
"No Safety","1"
"Rehab (Timbaland Remix)","1"
"Type Shit (Originally Performed By Migos And Cardi B) [Instrumental]","1"
"What'S My Name? (Ft. Drake) [In The Style Of Rihanna] [Karaoke Version] - Single","1"
"Bag","1"
"Infinity (Miguel Angelo Remix)","1"
"Ya No","1"
"Deep Pink","1"
"This Is What You Came For (Remix Calvin Harris Feat Rihanna Tribute)","1"
"I'M On One (Party Tribute To Dj Khaled, Drake, Rick Ross & Lil Wayne)","1"
"Adele Song","1"
"Rules Of Life","1"
"Christmas Party For Two","1"
"Lil Baby & Gunna X Rob Vicious Type Beat Murky Dreams","1"
"Maxwell'Tv (Batterie)","1"
"New Day","1"
"Pants","1"
"Ab Sath Nhi","1"
"Distrito Florencia","1"
"Twerk - Ringtone Tribute To Justin Bieber And Miley Cyrus","1"
"Pergi","1"
"Swell","1"
"小城夏天的風","1"
"Taylor Guerrero","1"
"Fé Lo Rihanna (2En1)","1"
"Dj Soulja Boy Crank That X Melody Hamildun","1"
"Travis Scott Roller Coaster","1"
"Birthday Cake (Originally Performed By Rihanna & Chris Brown) [Instrumental Version]","1"
"Know You Better (Adrim Remix)","1"
"Vivo Y Muero En Tu Piel","1"
"In Da Club (In The Style Of 50 Cent) [Performance Track With Demonstration Vocals]","1"
"The Heartbeat Potential","1"
"Fall Down (Instrumental Karaoke Originally Performed By Will.I.Am) [Feat. Miley Cyrus]","1"
"Get It How U Live","1"
"Opal","1"
"Show Me (Feat. Quavo)","1"
"Nexus","1"
"Skyscraper (Originally Performed By Demi Lovato) [Piano Karaoke Version]","1"
"Blood City","1"
"Get Over Myself (Feat. Bobby Hamrick)","1"
"Tribute To Dolly","1"
"Drake (""Son"" J. Cole & Lil Baby) Hip-Hop Beats","1"
"You The Boss (Originally By Rick Ross Feat. Nicki Minaj) [Instrumental]","1"
"Shallow (Tribute To Lady Gaga)","1"
"Blink18Who?","1"
"Te Boté (Remix)","1"
"A Summer Wish","1"
"Alien Jazz","1"
"Orange","1"
"Breezy Kay","1"
"Who Harder","1"
"Friday In Flatbush","1"
"Sequoia","1"
"Get Cute (Remix)","1"
"I Am A Fighter","1"
"That'S Him (Remix) [Feat. Snoop Dogg & T. I.]","1"
"The Difference To Me","1"
"Turn Up (Feat. Yg & Kidoe) - Single","1"
"Blue Jay And Red Cardinal","1"
"Water Under The Bridge","1"
"Red (Originally By Taylor Swift) [Instrumental]","1"
"Let There Be Peace","1"
"Rain Of Light","1"
"Feeling Like Gunna","1"
"Migos X Young Thug Type Beat (Speedy)","1"
"What Now (In The Style Of Rihanna) [Karaoke Instrumental Version] - Single","1"
"The Edge Of Glory - (Originally By Lady Gaga) [Instrumental]","1"
"Solidão Não É Paz","1"
"Make Me (Cry) [Marshmello Remix]","1"
"Project No-Autotune","1"
"So Ready","1"
"Houston Earle","1"
"Hisia","1"
"Quavo Malone","1"
"Happy 365","1"
"It Ain'T Cool To Be Crazy About You (In The Style Of George Strait) [Performance Track With Demonstration Vocals] - Single","1"
"All Over Your Body","1"
"Not Losing","1"
"Hear Me Out (Unplugged)","1"
"Bilocale","1"
"Dangerous Woman (Originally Performed By Ariana Grande) [Instrumental Version]","1"
"Eliana Leonti","1"
"Chi Chi Threw It Back","1"
"We Thuggin' Emoney","1"
"Type S**T","1"
"Dream Girl Concept","1"
"Arc'Teryx","1"
"Better Think Twice!","1"
"Flow 2Pac","1"
"Exhale (Shoop Shoop) [In The Style Of Whitney Houston] {Performance Track With Demonstration Vocals}","1"
"436 Pieces To Spare","1"
"Beautiful Mistakes (Originally Performed By Maroon 5 And Megan Thee Stallion) [Instrumental]","1"
"Lo Vas A Olvidar (With Rosalía)","1"
"Dark Punk","1"
"Lovely (With Khalid)","1"
"Madonna Riddim","1"
"Denver Ruleteamos","1"
"Her Love [Feat. Daniel Caesar With Special Guest Dwele]","1"
"Iphone (Originally Performed By Dababy And Nicki Minaj) [Instrumental]","1"
"Kyoto (Cover Version Tribute To Skrillex & Sirah)","1"
"How Far I'Ll Go (Originally Performed By Alessia Cara) [Karaoke Version]","1"
"Racecar.","1"
"Silly!.Wav","1"
"Red Witness","1"
"1974","1"
"Dreamless Nod","1"
"50Ccm","1"
"On My Mind (Acoustic)","1"
"Adele Mix","1"
"Imaginación","1"
"Concierto D'Aranjuez (Live)","1"
"Get It Get It","1"
"Break Free (Originally By Ariana Grande) [Karaoke Version]","1"
"Kanye West On Letterman","1"
"Prayer (Feat. Bad Bunny & Dj Luian)","1"
"Let Me Introduce You","1"
"Dangerous Love","1"
"Lady Godiva","1"
"Omg [(Instrumental) Originally Performed By Usher]","1"
"Cowboy & A Princess","1"
"Red Hot Peaceful Fireplace","1"
"California (Feat. Ricco Barrino) [Remix] - Single","1"
"Lightweight Baby (Ronnie Coleman )","1"
"Lean!","1"
"When The Stars Go Blue (In The Style Of Tim Mcgraw) [Performance Track With Demonstration Vocals]","1"
"Touch My Body ((Karaoke) Originally Performed By Mariah Carey)","1"
"Hold It Against Me - (In The Style Of Britney Spears) [Karaoke] - Single","1"
"Orchid","1"
"My Soul Will Rise","1"
"Nf Vs. Billie Eilish","1"
"21 Reasons (Feat. Ella Henderson)","1"
"I Hurt Taylor Swift","1"
"When I Look At You (Originally Performed By Miley Cyrus)","1"
"Omg I'M Travis Scott","1"
"Celebrate Now (Feat. Lil Missmiss)","1"
"Cacha / Replik: Dolly Freestyle Sessions Special Halloween","1"
"Round & Round (Tiësto Remix)","1"
"Represent (Old Street)","1"
"Cardigan (Cabin In Candlelight Version) (Originally Performed By Taylor Swift) [Instrumental]","1"
"Sixth Street","1"
"Jetzt Erst Recht","1"
"Ra Kim","1"
"Ain'T No Planes","1"
"Mandona (Versão Funk)","1"
"Nikes On My Feet","1"
"Tegel","1"
"Needed Me (Electro Mix Reprise De Rihanna)","1"
"Nah Nah Nah (Instrumental)","1"
"Ko Ambil Sudah Dia","1"
"Top Kanye","1"
"Katy Perry - E.T. (Feat. Kanye West) [Karaoke]","1"
"Needless To Say","1"
"Young Thug Memo","1"
"Mafia (Originally Performed By Travis Scott) [Karaoke]","1"
"Another Saturday Night (Karaoke Version With Guide Melody In The Style Of Sam Cooke)","1"
"Line","1"
"Soso","1"
"Robin Thicke Shit","1"
"Wicked Games","1"
"Drop N Get Low (Feat. Zoh)","1"
"Enter The Night [Feat. Christopher C. Brown] (Dub Mix)","1"
"Too Turnt Atm","1"
"Didn'T Come To Play (With Quavo)","1"
"50Cent - Single","1"
"Lost In The Moment","1"
"Piratas","1"
"S4Tellite","1"
"Occasion","1"
"Still Thuggin","1"
"Post Malone Beatles Rock And Roll Tribute","1"
"Happy Birthday To You (Birthday Adele)","1"
"After We Make Love (In The Style Of Whitney Houston) [Performance Track With Demonstration Vocals]","1"
"Hate Goodbyes","1"
"On Purpose","1"
"Hit The Ground","1"
"Same God (Live)","1"
"Versace (Karaoke Version) (Originally Performed By Migos & Drake) - Single","1"
"Rope (In The Style Of Foo Fighters)","1"
"You Make Me Wanna Die (Ode To Billie Eilish)","1"
"Seasonal Depression","1"
"Love Spell","1"
"Holy Ground (Originally Performed By Taylor Swift) [Piano Karaoke Version]","1"
"Mvp Show","1"
"Depression Stick","1"
"Un Ratito Mas","1"
"Sweeter Than Fiction (In The Style Of Taylor Swift) [Karaoke Version] - Single","1"
"In Love For The Last Time (Kimotion Remix)","1"
"Stupid Little Things (Hardstyle Remix)","1"
"Ya No Tengo A Mi Princesa","1"
"Nothing But Trouble (Instagram Models)","1"
"Good Knight","1"
"Soul Taking","1"
"Diddy & Giggs","1"
"Always Live Your Life In Nirvana Must Look!!!","1"
"Evrytme","1"
"Blinding Lights (Originally Performed By The Weeknd) [Karaoke Version]","1"
"Soultie","1"
"Feeling Blessed","1"
"Love Me Hold Me","1"
"Benim Güzel Eminem","1"
"Jidhar Dekhoon (From ""Mahaan"" / Instrumental Music Hits)","1"
"Lost & Taken 2","1"
"Thankful (Feat. Lil Wayne & Jeremih)","1"
"Budget (Originally Performed By Megan Thee Stallion And Latto) [Instrumental Version]","1"
"Worth It (Karaoke Version) (Originally Performed By Fifth Harmony & Kid Ink)","1"
"Like Burrr","1"
"Aye-Yo","1"
"End Game (Originally Performed By Taylor Swift, Ed Sheeran & Future) [Instrumental]","1"
"Jogadinha E Reverse","1"
"Lost At Sea","1"
"Ladyhawk","1"
"Winter Keys","1"
"New God Flow (Tribute To Kanye West & Pusha T) - Single","1"
"Jasmine Riley","1"
"That'S All She Wrote - (Originally By T.I. Feat. Eminem) [Karaoke/Instrumental] - Single","1"
"Rainbow (Originally Performed By Kacey Musgraves) [Instrumental]","1"
"Set You Alight","1"
"Deep Dream (Lo-Fi Chill Beat)","1"
"American Soldier (In The Style Of Toby Keith) [Karaoke Version]","1"
"Lily (From Time)","1"
"Breakn' A Sweat (Originally Performed By Skrillex And The Doors) [Karaoke Audio Version]","1"
"Why Try (Originally Performed By Ariana Grande) [Piano Karaoke Version]","1"
"Carrie Mountainjacket","1"
"Lights Come On (Originally Performed By Luke Bryan) [Karaoke Instrumental]","1"
"Jurek","1"
"On My Mind (Originally Performed By Ellie Goulding) [Piano Karaoke Version]","1"
"Snoop Dogg - Back Up (Remixed By Killa Kali The Italist)","1"
"Gunnaniggadown!","1"
"Gunnar Loves Toy Story, Roller Coasters, And Lufkin, Texas","1"
"Ogite","1"
"By The Sword","1"
"Echoes","1"
"Suni","1"
"Eyes Talk","1"
"Y.G.H.H.","1"
"Call Of Duty","1"
"Back When (In The Style Of Tim Mcgraw) [Karaoke Version]","1"
"Made In America (In The Style Of Toby Keith) [Karaoke Version] - Single","1"
"Sarah Marshall","1"
"Love Enough","1"
"Future Gohan","1"
"T'Es Beau, T'Es Beau","1"
"A Million On My Soul (Remix)","1"
"Usher_Ft_Alicia_Keys_My_Boo. Mp3","1"
"¿A Dónde Se Fue El Sueño?","1"
"High Time Mixtape","1"
"Dad Vibes","1"
"Melt","1"
"Fake Love (Bts - Karaoke Version)","1"
"By Back Door","1"
"Y. U. Mad (Smooth Jazz Re-Mix Tribute To Birdman, Nicki Minaj & Lil Wayne)","1"
"Sleazy 2.0 Remix - Get Sleazier (Originally Performed By Ke$Ha Feat Wiz Khalifa, Andre 3000, T.I. & Lil Wayne) [Instrumental Version]","1"
"Never Let Me Down (Karaoke Version) [In The Style Of Kanye West]","1"
"Fuck Suicide","1"
"Miracle (Originally Performed By Calvin Harris And Ellie Goulding) [Instrumental Version]","1"
"Halleluyah","1"
"Be My Lover (Max Maxwell Remix)","1"
"Take Care (In The Style Of Drake Feat. Rihanna) [Karaoke Version]","1"
"2 Million Up (Feat. Skilla Baby)","1"
"Zig Zag","1"
"Pegada Improvisada","1"
"Teben Tai","1"
"Travis Scott Of Pasadena","1"
"Racks Blue","1"
"Cursive","1"
"Would You Wait For Me?","1"
"Shallow Naivety","1"
"Pull Up (Feat. Joey Bada$$, Meechy Darko, Zombie Juice & The Underachievers) (Beastcoast Remix)","1"
"เพลงประกอบภาพยนตร์ Small Rule กูแนว","1"
"Jealous (Feat. Lil Wayne)","1"
"Not Your Gf","1"
"A Cardinal Moonlight","1"
"Scream(オリジナルアーティスト:Michael Jackson & Janet Jackson)[ガイドメロディ無しカラオケ]","1"
"Rocker N Roller","1"
"Commander (In The Style Of David Guetta & Kelly Rowland) [Karaoke Version]","1"
"Me Sinto Bem","1"
"Think About It","1"
"O Elefante Da Sala","1"
"Toxic (Y2K & Alexander Lewis Remix)","1"
"Problem","1"
"Majestic","1"
"You Only Die Once (Feat. Snoop Dogg) [Mary Droppinz Remix]","1"
"Always Remember","1"
"Is That Alright - A Star Is Born (Lady Gaga)","1"
"Titanium (Techno)","1"
"愛在那年 - 音樂劇場 : 尋找快樂時代 主題曲","1"
"Film Out(原曲:Bts)「劇場版シグナル 長期未解決事件捜査班」より[Original Cover]","1"
"Gatillo Fácil","1"
"Qlvmshcr?","1"
"Otis (Cover Version Tribute To Jay-Z, Kanye West & Otis Redding)","1"
"With U","1"
"2Pac Wit Da Dreads","1"
"Fat Nigga","1"
"There She Goes","1"
